wavelength_A,flux,ivar
3824.7241382490856,729.1869,0.004386882
3825.6040110108315,725.8776,0.0040723504
3826.48408618615,729.9938,0.003943231
3827.366464965097,745.3477,0.00389549
3828.246945590631,717.9935,0.0041055125
3829.129730881063,685.7844,0.0044288617
3830.010617143604,670.4988,0.0046875416
3830.893809132801,644.9864,0.0049678404
3831.7751012192257,618.12524,0.0053408286
3832.6565960457365,559.9022,0.006058666
3833.5403981918244,507.28232,0.0068843025
3834.422299122584,462.2329,0.007805526
3835.3065084359014,414.34656,0.0088825505
3836.1888156580017,393.38452,0.00942124
3837.0734323261304,432.1034,0.0086085405
3837.9561460267496,488.0774,0.0074739507
3838.839062794496,518.6687,0.006892262
3839.724290603761,557.9579,0.0062512583
3840.6076141308436,596.3953,0.005704269
3841.4932497641403,640.2762,0.005152236
3842.376980237953,691.8869,0.004624969
3843.2630238831666,745.453,0.004165088
3844.1471614911898,785.97095,0.0038716982
3845.0315024939073,798.9882,0.0037527103
3845.9181582660904,805.7249,0.0037152236
3846.8029066842887,849.16766,0.0034320997
3847.6899709383656,889.6134,0.003225932
3848.575126959741,901.6668,0.0031417797
3849.4625998838987,947.80835,0.0029625825
3850.3481636962338,918.51996,0.0030508498
3851.2339312313597,916.9335,0.003063348
3852.1220172699104,937.5119,0.002958927
3853.0081928777204,955.7393,0.0028905342
3853.896688057088,971.6129,0.0028106435
3854.78327192558,956.01746,0.0028814678
3855.6721764342556,946.09155,0.002929484
3856.5591687515152,923.3505,0.0030313614
3857.4463651201922,925.62463,0.0030407556
3858.3358837322767,919.2622,0.0031096386
3859.2234888319,876.1237,0.0033328326
3860.1134172447873,848.8936,0.0034622333
3861.001431263659,868.6128,0.0033568968
3861.8917696661447,921.1922,0.0031004245
3862.780192792654,962.36743,0.0028944295
3863.668820299736,972.0946,0.002822637
3864.5597737962416,998.64886,0.0027089636
3865.448810693595,985.46484,0.0027556226
3866.3401746519544,963.57367,0.0028599252
3867.229621128185,959.8834,0.0028484585
3868.121395737497,974.1401,0.0028127811
3869.0112519812974,993.3891,0.0027174114
3869.9013129353575,1015.97076,0.002660402
3870.7937036309,1013.04926,0.0026821934
3871.6841746356195,965.27155,0.002896727
3872.576976455132,901.5059,0.0032139062
3873.467857699421,822.6759,0.0036774953
3874.3610708323085,826.3402,0.003645195
3875.252362505165,884.4324,0.0033238635
3876.143859218499,943.6035,0.0030176241
3877.0376894314263,949.76996,0.0030175336
3877.929596856874,893.6003,0.003288512
3878.8238388569566,823.99384,0.003673488
3879.7161571837323,799.4375,0.003875643
3880.6108111606804,831.2574,0.003701561
3881.5035405780864,870.74493,0.0035071357
